Wk,Date,Local,Score,Visitante,Attendance,Torneo,Goles Local,Goles Visitante,Total goles partido,Año,Mes,Temporada,Resultado,Ganador
25.0,2022-02-21,Celta Vigo,1–1,Levante,9776.0,Primera división,1,1,2,2022,2,21/22,Empate,Empate
26.0,2022-02-25,Levante,3–0,Elche,14237.0,Primera división,3,0,3,2022,2,21/22,Local,Levante
26.0,2022-02-26,Mallorca,0–1,Valencia,14417.0,Primera división,0,1,1,2022,2,21/22,Visitante,Valencia
26.0,2022-02-26,Getafe,2–2,Alavés,7720.0,Primera división,2,2,4,2022,2,21/22,Empate,Empate
26.0,2022-02-26,Rayo Vallecano,0–1,Real Madrid,9952.0,Primera división,0,1,1,2022,2,21/22,Visitante,Real Madrid
26.0,2022-02-26,Atlético Madrid,2–0,Celta Vigo,48009.0,Primera división,2,0,2,2022,2,21/22,Local,Atlético Madrid
26.0,2022-02-27,Villarreal,5–1,Espanyol,15600.0,Primera división,5,1,6,2022,2,21/22,Local,Villarreal
26.0,2022-02-27,Sevilla,2–1,Betis,37250.0,Primera división,2,1,3,2022,2,21/22,Local,Sevilla
26.0,2022-02-27,Real Sociedad,1–0,Osasuna,30145.0,Primera división,1,0,1,2022,2,21/22,Local,Real Sociedad
26.0,2022-02-27,Barcelona,4–0,Athletic Club,69770.0,Primera división,4,0,4,2022,2,21/22,Local,Barcelona
26.0,2022-02-28,Granada,0–0,Cádiz,14785.0,Primera división,0,0,0,2022,2,21/22,Empate,Empate
21.0,2022-03-02,Mallorca,0–2,Real Sociedad,11550.0,Primera división,0,2,2,2022,3,21/22,Visitante,Real Sociedad
27.0,2022-03-04,Alavés,0–0,Sevilla,13121.0,Primera división,0,0,0,2022,3,21/22,Empate,Empate
27.0,2022-03-05,Osasuna,1–0,Villarreal,16659.0,Primera división,1,0,1,2022,3,21/22,Local,Osasuna
27.0,2022-03-05,Espanyol,2–0,Getafe,18519.0,Primera división,2,0,2,2022,3,21/22,Local,Espanyol
27.0,2022-03-05,Valencia,3–1,Granada,31227.0,Primera división,3,1,4,2022,3,21/22,Local,Valencia
27.0,2022-03-05,Real Madrid,4–1,Real Sociedad,52410.0,Primera división,4,1,5,2022,3,21/22,Local,Real Madrid
27.0,2022-03-06,Cádiz,2–0,Rayo Vallecano,15677.0,Primera división,2,0,2,2022,3,21/22,Local,Cádiz
27.0,2022-03-06,Elche,1–2,Barcelona,30146.0,Primera división,1,2,3,2022,3,21/22,Visitante,Barcelona
27.0,2022-03-06,Celta Vigo,4–3,Mallorca,11320.0,Primera división,4,3,7,2022,3,21/22,Local,Celta Vigo
27.0,2022-03-06,Betis,1–3,Atlético Madrid,44383.0,Primera división,1,3,4,2022,3,21/22,Visitante,Atlético Madrid
27.0,2022-03-07,Athletic Club,3–1,Levante,29485.0,Primera división,3,1,4,2022,3,21/22,Local,Athletic Club
28.0,2022-03-11,Atlético Madrid,2–1,Cádiz,50573.0,Primera división,2,1,3,2022,3,21/22,Local,Atlético Madrid
28.0,2022-03-12,Levante,1–1,Espanyol,13407.0,Primera división,1,1,2,2022,3,21/22,Empate,Empate
28.0,2022-03-12,Granada,0–1,Elche,15345.0,Primera división,0,1,1,2022,3,21/22,Visitante,Elche
28.0,2022-03-12,Villarreal,1–0,Celta Vigo,14929.0,Primera división,1,0,1,2022,3,21/22,Local,Villarreal
28.0,2022-03-12,Getafe,0–0,Valencia,10349.0,Primera división,0,0,0,2022,3,21/22,Empate,Empate
28.0,2022-03-13,Rayo Vallecano,1–1,Sevilla,9073.0,Primera división,1,1,2,2022,3,21/22,Empate,Empate
28.0,2022-03-13,Betis,1–0,Athletic Club,48876.0,Primera división,1,0,1,2022,3,21/22,Local,Betis
28.0,2022-03-13,Real Sociedad,1–0,Alavés,31573.0,Primera división,1,0,1,2022,3,21/22,Local,Real Sociedad
28.0,2022-03-13,Barcelona,4–0,Osasuna,54507.0,Primera división,4,0,4,2022,3,21/22,Local,Barcelona
28.0,2022-03-14,Mallorca,0–3,Real Madrid,17191.0,Primera división,0,3,3,2022,3,21/22,Visitante,Real Madrid
29.0,2022-03-18,Athletic Club,1–1,Getafe,37367.0,Primera división,1,1,2,2022,3,21/22,Empate,Empate
29.0,2022-03-19,Alavés,2–3,Granada,16209.0,Primera división,2,3,5,2022,3,21/22,Visitante,Granada
29.0,2022-03-19,Elche,0–1,Valencia,15780.0,Primera división,0,1,1,2022,3,21/22,Visitante,Valencia
29.0,2022-03-19,Osasuna,3–1,Levante,19429.0,Primera división,3,1,4,2022,3,21/22,Local,Osasuna
29.0,2022-03-19,Rayo Vallecano,0–1,Atlético Madrid,10349.0,Primera división,0,1,1,2022,3,21/22,Visitante,Atlético Madrid
29.0,2022-03-20,Espanyol,1–0,Mallorca,17578.0,Primera división,1,0,1,2022,3,21/22,Local,Espanyol
29.0,2022-03-20,Celta Vigo,0–0,Betis,13149.0,Primera división,0,0,0,2022,3,21/22,Empate,Empate
29.0,2022-03-20,Cádiz,1–0,Villarreal,13325.0,Primera división,1,0,1,2022,3,21/22,Local,Cádiz
29.0,2022-03-20,Sevilla,0–0,Real Sociedad,24861.0,Primera división,0,0,0,2022,3,21/22,Empate,Empate
29.0,2022-03-20,Real Madrid,0–4,Barcelona,60017.0,Primera división,0,4,4,2022,3,21/22,Visitante,Barcelona
30.0,2022-04-02,Getafe,1–0,Mallorca,8946.0,Primera división,1,0,1,2022,4,21/22,Local,Getafe
30.0,2022-04-02,Levante,2–0,Villarreal,14908.0,Primera división,2,0,2,2022,4,21/22,Local,Levante
30.0,2022-04-02,Celta Vigo,1–2,Real Madrid,15714.0,Primera división,1,2,3,2022,4,21/22,Visitante,Real Madrid
30.0,2022-04-02,Atlético Madrid,4–1,Alavés,51467.0,Primera división,4,1,5,2022,4,21/22,Local,Atlético Madrid
30.0,2022-04-03,Athletic Club,2–1,Elche,34572.0,Primera división,2,1,3,2022,4,21/22,Local,Athletic Club
30.0,2022-04-03,Betis,4–1,Osasuna,49103.0,Primera división,4,1,5,2022,4,21/22,Local,Betis
30.0,2022-04-03,Valencia,0–0,Cádiz,32949.0,Primera división,0,0,0,2022,4,21/22,Empate,Empate
30.0,2022-04-03,Granada,2–2,Rayo Vallecano,15823.0,Primera división,2,2,4,2022,4,21/22,Empate,Empate
30.0,2022-04-03,Barcelona,1–0,Sevilla,76112.0,Primera división,1,0,1,2022,4,21/22,Local,Barcelona
30.0,2022-04-04,Real Sociedad,1–0,Espanyol,20869.0,Primera división,1,0,1,2022,4,21/22,Local,Real Sociedad
31.0,2022-04-08,Sevilla,4–2,Granada,33504.0,Primera división,4,2,6,2022,4,21/22,Local,Sevilla
31.0,2022-04-09,Cádiz,1–2,Betis,18063.0,Primera división,1,2,3,2022,4,21/22,Visitante,Betis
31.0,2022-04-09,Mallorca,1–0,Atlético Madrid,15437.0,Primera división,1,0,1,2022,4,21/22,Local,Mallorca
31.0,2022-04-09,Villarreal,1–1,Athletic Club,16603.0,Primera división,1,1,2,2022,4,21/22,Empate,Empate
31.0,2022-04-09,Real Madrid,2–0,Getafe,50740.0,Primera división,2,0,2,2022,4,21/22,Local,Real Madrid
31.0,2022-04-10,Osasuna,1–0,Alavés,19220.0,Primera división,1,0,1,2022,4,21/22,Local,Osasuna
31.0,2022-04-10,Espanyol,1–0,Celta Vigo,18471.0,Primera división,1,0,1,2022,4,21/22,Local,Espanyol
31.0,2022-04-10,Elche,1–2,Real Sociedad,17011.0,Primera división,1,2,3,2022,4,21/22,Visitante,Real Sociedad
31.0,2022-04-10,Levante,2–3,Barcelona,20785.0,Primera división,2,3,5,2022,4,21/22,Visitante,Barcelona
31.0,2022-04-11,Rayo Vallecano,1–1,Valencia,9302.0,Primera división,1,1,2,2022,4,21/22,Empate,Empate
32.0,2022-04-15,Real Sociedad,0–0,Betis,28893.0,Primera división,0,0,0,2022,4,21/22,Empate,Empate
32.0,2022-04-16,Elche,3–0,Mallorca,20257.0,Primera división,3,0,3,2022,4,21/22,Local,Elche
32.0,2022-04-16,Alavés,1–0,Rayo Vallecano,10165.0,Primera división,1,0,1,2022,4,21/22,Local,Alavés
32.0,2022-04-16,Valencia,1–2,Osasuna,30148.0,Primera división,1,2,3,2022,4,21/22,Visitante,Osasuna
32.0,2022-04-16,Getafe,1–2,Villarreal,9657.0,Primera división,1,2,3,2022,4,21/22,Visitante,Villarreal
32.0,2022-04-17,Granada,1–4,Levante,15323.0,Primera división,1,4,5,2022,4,21/22,Visitante,Levante
32.0,2022-04-17,Atlético Madrid,2–1,Espanyol,54011.0,Primera división,2,1,3,2022,4,21/22,Local,Atlético Madrid
32.0,2022-04-17,Athletic Club,0–2,Celta Vigo,35541.0,Primera división,0,2,2,2022,4,21/22,Visitante,Celta Vigo
32.0,2022-04-17,Sevilla,2–3,Real Madrid,40629.0,Primera división,2,3,5,2022,4,21/22,Visitante,Real Madrid
32.0,2022-04-18,Barcelona,0–1,Cádiz,57495.0,Primera división,0,1,1,2022,4,21/22,Visitante,Cádiz
33.0,2022-04-19,Mallorca,2–1,Alavés,15264.0,Primera división,2,1,3,2022,4,21/22,Local,Mallorca
33.0,2022-04-19,Betis,0–1,Elche,43257.0,Primera división,0,1,1,2022,4,21/22,Visitante,Elche
33.0,2022-04-19,Villarreal,2–0,Valencia,13570.0,Primera división,2,0,2,2022,4,21/22,Local,Villarreal
33.0,2022-04-20,Atlético Madrid,0–0,Granada,43517.0,Primera división,0,0,0,2022,4,21/22,Empate,Empate
33.0,2022-04-20,Celta Vigo,0–2,Getafe,9934.0,Primera división,0,2,2,2022,4,21/22,Visitante,Getafe
33.0,2022-04-20,Osasuna,1–3,Real Madrid,21360.0,Primera división,1,3,4,2022,4,21/22,Visitante,Real Madrid
33.0,2022-04-21,Levante,2–3,Sevilla,18107.0,Primera división,2,3,5,2022,4,21/22,Visitante,Sevilla
33.0,2022-04-21,Espanyol,0–1,Rayo Vallecano,11873.0,Primera división,0,1,1,2022,4,21/22,Visitante,Rayo Vallecano
33.0,2022-04-21,Cádiz,2–3,Athletic Club,17360.0,Primera división,2,3,5,2022,4,21/22,Visitante,Athletic Club
33.0,2022-04-21,Real Sociedad,0–1,Barcelona,35128.0,Primera división,0,1,1,2022,4,21/22,Visitante,Barcelona
21.0,2022-04-24,Barcelona,0–1,Rayo Vallecano,57023.0,Primera división,0,1,1,2022,4,21/22,Visitante,Rayo Vallecano
34.0,2022-04-29,Sevilla,1–1,Cádiz,37113.0,Primera división,1,1,2,2022,4,21/22,Empate,Empate
34.0,2022-04-30,Alavés,2–1,Villarreal,12579.0,Primera división,2,1,3,2022,4,21/22,Local,Alavés
34.0,2022-04-30,Real Madrid,4–0,Espanyol,58686.0,Primera división,4,0,4,2022,4,21/22,Local,Real Madrid
34.0,2022-04-30,Valencia,1–1,Levante,35099.0,Primera división,1,1,2,2022,4,21/22,Empate,Empate
34.0,2022-04-30,Athletic Club,2–0,Atlético Madrid,43398.0,Primera división,2,0,2,2022,4,21/22,Local,Athletic Club
34.0,2022-05-01,Elche,1–1,Osasuna,16305.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
34.0,2022-05-01,Granada,1–1,Celta Vigo,15036.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
34.0,2022-05-01,Rayo Vallecano,1–1,Real Sociedad,9395.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
34.0,2022-05-01,Barcelona,2–1,Mallorca,62789.0,Primera división,2,1,3,2022,5,21/22,Local,Barcelona
34.0,2022-05-02,Getafe,0–0,Betis,9916.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
35.0,2022-05-06,Levante,2–1,Real Sociedad,17278.0,Primera división,2,1,3,2022,5,21/22,Local,Levante
35.0,2022-05-07,Mallorca,2–6,Granada,18466.0,Primera división,2,6,8,2022,5,21/22,Visitante,Granada
35.0,2022-05-07,Athletic Club,0–0,Valencia,41091.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
35.0,2022-05-07,Cádiz,3–0,Elche,17615.0,Primera división,3,0,3,2022,5,21/22,Local,Cádiz
35.0,2022-05-07,Celta Vigo,4–0,Alavés,10567.0,Primera división,4,0,4,2022,5,21/22,Local,Celta Vigo
35.0,2022-05-07,Betis,1–2,Barcelona,46132.0,Primera división,1,2,3,2022,5,21/22,Visitante,Barcelona
35.0,2022-05-08,Getafe,0–0,Rayo Vallecano,10125.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
35.0,2022-05-08,Villarreal,1–1,Sevilla,17461.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
35.0,2022-05-08,Espanyol,1–1,Osasuna,18903.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
35.0,2022-05-08,Atlético Madrid,1–0,Real Madrid,63874.0,Primera división,1,0,1,2022,5,21/22,Local,Atlético Madrid
36.0,2022-05-10,Valencia,0–3,Betis,28091.0,Primera división,0,3,3,2022,5,21/22,Visitante,Betis
36.0,2022-05-10,Granada,1–0,Athletic Club,16638.0,Primera división,1,0,1,2022,5,21/22,Local,Granada
36.0,2022-05-10,Barcelona,3–1,Celta Vigo,55899.0,Primera división,3,1,4,2022,5,21/22,Local,Barcelona
36.0,2022-05-11,Osasuna,1–1,Getafe,17850.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
36.0,2022-05-11,Alavés,2–1,Espanyol,12729.0,Primera división,2,1,3,2022,5,21/22,Local,Alavés
36.0,2022-05-11,Sevilla,0–0,Mallorca,33242.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
36.0,2022-05-11,Elche,0–2,Atlético Madrid,21266.0,Primera división,0,2,2,2022,5,21/22,Visitante,Atlético Madrid
36.0,2022-05-12,Real Sociedad,3–0,Cádiz,29014.0,Primera división,3,0,3,2022,5,21/22,Local,Real Sociedad
36.0,2022-05-12,Rayo Vallecano,1–5,Villarreal,7945.0,Primera división,1,5,6,2022,5,21/22,Visitante,Villarreal
36.0,2022-05-12,Real Madrid,6–0,Levante,38421.0,Primera división,6,0,6,2022,5,21/22,Local,Real Madrid
37.0,2022-05-14,Espanyol,1–1,Valencia,14990.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
37.0,2022-05-15,Cádiz,1–1,Real Madrid,19643.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
37.0,2022-05-15,Mallorca,2–1,Rayo Vallecano,17930.0,Primera división,2,1,3,2022,5,21/22,Local,Mallorca
37.0,2022-05-15,Atlético Madrid,1–1,Sevilla,58138.0,Primera división,1,1,2,2022,5,21/22,Empate,Empate
37.0,2022-05-15,Betis,2–0,Granada,45016.0,Primera división,2,0,2,2022,5,21/22,Local,Betis
37.0,2022-05-15,Getafe,0–0,Barcelona,13072.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
37.0,2022-05-15,Athletic Club,2–0,Osasuna,37869.0,Primera división,2,0,2,2022,5,21/22,Local,Athletic Club
37.0,2022-05-15,Celta Vigo,1–0,Elche,10773.0,Primera división,1,0,1,2022,5,21/22,Local,Celta Vigo
37.0,2022-05-15,Levante,3–1,Alavés,12438.0,Primera división,3,1,4,2022,5,21/22,Local,Levante
37.0,2022-05-15,Villarreal,1–2,Real Sociedad,16689.0,Primera división,1,2,3,2022,5,21/22,Visitante,Real Sociedad
38.0,2022-05-20,Real Madrid,0–0,Betis,52232.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
38.0,2022-05-20,Rayo Vallecano,2–4,Levante,8446.0,Primera división,2,4,6,2022,5,21/22,Visitante,Levante
38.0,2022-05-21,Valencia,2–0,Celta Vigo,16189.0,Primera división,2,0,2,2022,5,21/22,Local,Valencia
38.0,2022-05-22,Elche,3–1,Getafe,17336.0,Primera división,3,1,4,2022,5,21/22,Local,Elche
38.0,2022-05-22,Osasuna,0–2,Mallorca,18717.0,Primera división,0,2,2,2022,5,21/22,Visitante,Mallorca
38.0,2022-05-22,Alavés,0–1,Cádiz,11138.0,Primera división,0,1,1,2022,5,21/22,Visitante,Cádiz
38.0,2022-05-22,Granada,0–0,Espanyol,17951.0,Primera división,0,0,0,2022,5,21/22,Empate,Empate
38.0,2022-05-22,Real Sociedad,1–2,Atlético Madrid,23586.0,Primera división,1,2,3,2022,5,21/22,Visitante,Atlético Madrid
38.0,2022-05-22,Barcelona,0–2,Villarreal,54850.0,Primera división,0,2,2,2022,5,21/22,Visitante,Villarreal
38.0,2022-05-22,Sevilla,1–0,Athletic Club,31305.0,Primera división,1,0,1,2022,5,21/22,Local,Sevilla
