COMUNA,PERSONAS,MZ_ENT
13120,1229,2
13120,621,3
13120,477,4
13120,756,6
13120,45,1
13120,26,10
13120,77,12
13120,251,13
13120,1083,15
13120,33,2
13120,129,5
13120,513,6
13120,85,7
13120,295,8
13120,135,9
13120,713,1
13120,138,10
13120,33,11
13120,227,12
13120,31,13
13120,404,14
13120,48,15
13120,18,16
13120,29,17
13120,116,18
13120,36,2
13120,830,3
13120,434,4
13120,0,6
13120,29,7
13120,279,8
13120,79,9
13120,71,1
13120,95,10
13120,407,11
13120,470,12
13120,69,13
13120,58,14
13120,43,15
13120,77,17
13120,16,3
13120,20,4
13120,43,5
13120,56,6
13120,1442,7
13120,476,8
13120,96,9
13120,53,901
13120,537,1
13120,487,2
13120,837,3
13120,1528,4
13120,736,1
13120,599,2
13120,1047,3
13120,436,4
13120,429,5
13120,78,6
13120,105,7
13120,1264,1
13120,64,10
13120,96,11
13120,230,2
13120,487,3
13120,870,4
13120,21,5
13120,39,6
13120,245,7
13120,307,9
13120,141,1
13120,45,10
13120,71,11
13120,60,12
13120,53,13
13120,56,14
13120,468,15
13120,24,16
13120,126,17
13120,108,18
13120,67,19
13120,64,2
13120,48,20
13120,51,21
13120,66,22
13120,13,23
13120,30,24
13120,92,25
13120,77,26
13120,47,27
13120,63,28
13120,49,29
13120,62,3
13120,56,30
13120,98,31
13120,41,32
13120,51,33
13120,69,34
13120,60,35
13120,35,36
13120,65,37
13120,222,38
13120,113,4
13120,153,5
13120,113,6
13120,64,7
13120,97,8
13120,146,9
13120,20,1
13120,364,10
13120,90,11
13120,32,12
13120,501,13
13120,606,14
13120,36,15
13120,135,16
13120,361,2
13120,90,3
13120,261,4
13120,250,5
13120,278,6
13120,242,7
13120,128,8
13120,136,9
13120,144,1
13120,14,10
13120,69,11
13120,446,12
13120,318,13
13120,567,14
13120,471,15
13120,0,16
13120,25,17
13120,33,18
13120,92,19
13120,30,2
13120,556,20
13120,874,21
13120,15,3
13120,109,4
13120,212,5
13120,116,6
13120,49,7
13120,21,8
13120,49,9
13120,13,1
13120,41,10
13120,362,11
13120,573,12
13120,547,13
13120,15,14
13120,17,2
13120,56,3
13120,138,4
13120,436,5
13120,281,6
13120,254,7
13120,103,8
13120,30,9
13120,385,901
13120,426,1
13120,61,10
13120,36,11
13120,707,12
13120,459,13
13120,297,2
13120,65,3
13120,54,4
13120,82,6
13120,85,7
13120,75,8
13120,143,9
13120,23,1
13120,155,2
13120,410,3
13120,23,4
13120,108,5
13120,1120,6
13120,870,7
13120,836,8
13120,774,1
13120,417,10
13120,32,11
13120,635,2
13120,85,3
13120,512,4
13120,126,5
13120,53,6
13120,40,7
13120,48,8
13120,47,9
13120,270,1
13120,26,10
13120,439,2
13120,306,4
13120,147,5
13120,523,6
13120,80,7
13120,167,8
13120,41,901
13120,44,1
13120,65,10
13120,79,11
13120,30,12
13120,69,13
13120,52,14
13120,93,15
13120,403,2
13120,463,3
13120,415,4
13120,323,5
13120,111,6
13120,68,7
13120,99,8
13120,687,9
13120,811,1
13120,734,2
13120,917,3
13120,221,4
13120,97,5
13120,23,6
13120,110,7
13120,533,8
13120,558,9
13120,241,1
13120,120,10
13120,153,11
13120,254,12
13120,306,13
13120,118,14
13120,146,15
13120,230,16
13120,46,17
13120,238,18
13120,319,19
13120,421,2
13120,142,20
13120,148,21
13120,105,22
13120,43,23
13120,144,3
13120,154,4
13120,164,5
13120,76,6
13120,133,7
13120,226,8
13120,407,9
13120,109,1
13120,100,10
13120,198,11
13120,81,12
13120,99,13
13120,70,14
13120,207,15
13120,116,16
13120,100,17
13120,128,18
13120,162,19
13120,155,2
13120,294,20
13120,53,21
13120,84,22
13120,51,23
13120,53,24
13120,278,25
13120,495,26
13120,147,27
13120,63,28
13120,141,29
13120,204,3
13120,329,30
13120,274,31
13120,154,4
13120,137,5
13120,41,6
13120,43,7
13120,61,8
13120,65,9
13120,152,1
13120,84,10
13120,28,11
13120,252,12
13120,103,13
13120,116,14
13120,310,2
13120,704,3
13120,605,4
13120,305,5
13120,200,6
13120,94,7
13120,83,8
13120,71,9
13120,568,1
13120,57,10
13120,50,11
13120,32,12
13120,35,13
13120,81,14
13120,91,15
13120,107,16
13120,60,17
13120,60,18
13120,51,19
13120,149,2
13120,111,20
13120,64,21
13120,37,22
13120,36,23
13120,41,24
13120,44,25
13120,42,26
13120,199,27
13120,31,28
13120,84,29
13120,122,3
13120,302,30
13120,19,31
13120,29,32
13120,120,33
13120,27,4
13120,49,5
13120,60,7
13120,79,9
13120,79,1
13120,160,10
13120,167,11
13120,141,12
13120,49,13
13120,325,14
13120,63,15
13120,202,16
13120,161,17
13120,116,18
13120,48,19
13120,178,2
13120,121,20
13120,98,21
13120,177,22
13120,174,23
13120,164,24
13120,73,3
13120,183,4
13120,218,5
13120,82,6
13120,434,7
13120,74,8
13120,132,9
13120,470,1
13120,494,10
13120,35,11
13120,51,12
13120,45,13
13120,81,14
13120,61,15
13120,40,16
13120,246,17
13120,173,18
13120,77,19
13120,62,2
13120,485,21
13120,240,22
13120,48,23
13120,107,3
13120,106,4
13120,50,5
13120,65,6
13120,24,7
13120,115,8
13120,87,9
13120,58,10
13120,63,11
13120,34,14
13120,49,15
13120,187,16
13120,54,17
13120,53,18
13120,505,19
13120,308,2
13120,68,20
13120,37,22
13120,56,23
13120,319,24
13120,66,25
13120,57,3
13120,1125,4
13120,167,5
13120,68,6
13120,46,7
13120,83,8
13120,67,9
13120,142,901
13120,261,1
13120,508,2
13120,0,3
13120,295,4
13120,484,5
13120,1209,6
13120,163,1
13120,732,2
13120,3318,3
13120,516,4
13120,726,5
13120,250,6
13120,359,1
13120,140,10
13120,167,11
13120,81,12
13120,470,16
13120,1174,2
13120,226,3
13120,393,4
13120,32,5
13120,375,500
13120,176,6
13120,11,7
13120,78,8
13120,134,9
13120,458,1
13120,53,10
13120,37,11
13120,26,12
13120,50,14
13120,43,15
13120,36,17
13120,53,18
13120,47,19
13120,48,2
13120,35,20
13120,70,22
13120,34,23
13120,92,24
13120,451,25
13120,87,26
13120,74,28
13120,71,29
13120,104,3
13120,52,30
13120,60,31
13120,52,33
13120,49,34
13120,73,36
13120,81,37
13120,93,38
13120,480,40
13120,54,5
13120,29,6
13120,42,7
13120,38,8
13120,73,9
13120,2516,1
13120,192,2
13120,48,3
13120,39,4
13120,44,5
13120,47,6
13120,64,7
13120,50,1
13120,48,10
13120,80,11
13120,91,12
13120,72,13
13120,75,14
13120,76,15
13120,59,16
13120,42,17
13120,27,18
13120,39,19
13120,28,2
13120,34,20
13120,43,22
13120,30,25
13120,42,26
13120,48,27
13120,31,28
13120,14,3
13120,39,30
13120,76,31
13120,70,32
13120,74,34
13120,62,35
13120,66,36
13120,83,37
13120,87,39
13120,43,4
13120,71,40
13120,48,41
13120,79,43
13120,391,44
13120,64,45
13120,296,46
13120,453,47
13120,82,48
13120,59,49
13120,175,5
13120,102,50
13120,242,51
13120,163,6
13120,148,7
13120,337,8
13120,59,9
13120,38,901
13120,332,1
13120,97,10
13120,183,2
13120,273,3
13120,98,4
13120,501,5
13120,572,6
13120,314,7
13120,96,9
13120,403,1
13120,49,10
13120,137,11
13120,445,12
13120,46,13
13120,45,14
13120,12,15
13120,12,16
13120,15,17
13120,32,18
13120,20,19
13120,244,2
13120,40,20
13120,14,21
13120,103,22
13120,50,23
13120,107,24
13120,59,25
13120,25,26
13120,23,27
13120,22,28
13120,31,29
13120,648,3
13120,32,30
13120,17,31
13120,28,32
13120,46,33
13120,22,34
13120,38,35
13120,19,36
13120,34,37
13120,191,38
13120,50,39
13120,547,4
13120,46,40
13120,40,41
13120,110,42
13120,35,43
13120,43,44
13120,42,45
13120,39,46
13120,61,47
13120,48,48
13120,22,49
13120,97,5
13120,30,50
13120,27,51
13120,41,54
13120,42,55
13120,36,56
13120,35,57
13120,25,58
13120,94,6
13120,120,7
13120,108,8
13120,86,9
13120,43,901
13120,2111,1
13120,38,10
13120,294,2
13120,277,3
13120,283,4
13120,232,5
13120,120,6
13120,92,7
13120,90,8
13120,105,9
13120,567,1
13120,629,2
13120,726,4
13120,575,5
13120,1751,1
13120,97,14
13120,45,15
13120,58,16
13120,65,19
13120,238,2
13120,89,21
13120,77,23
13120,93,24
13120,74,26
13120,67,27
13120,546,28
13120,23,29
13120,76,3
13120,77,4
13120,81,5
13120,87,6
13120,95,7
13120,123,8
13120,75,9
13120,13,901
13120,1078,1
13120,1017,2
13120,1130,3
13120,604,1
13120,71,11
13120,86,12
13120,58,13
13120,92,15
13120,79,16
13120,73,17
13120,68,18
13120,82,19
13120,71,20
13120,80,21
13120,78,22
13120,339,23
13120,332,24
13120,342,4
13120,171,5
13120,171,6
13120,176,7
13120,65,8
13120,66,9
13120,87,1
13120,81,10
13120,500,11
13120,399,12
13120,119,13
13120,204,14
13120,69,15
13120,63,16
13120,60,17
13120,82,18
13120,82,2
13120,64,20
13120,56,21
13120,86,22
13120,80,25
13120,96,26
13120,423,28
13120,30,3
13120,45,4
13120,70,5
13120,85,6
13120,64,7
13120,108,8
13120,64,901
13120,953,1
13120,99,10
13120,68,11
13120,107,13
13120,103,14
13120,99,15
13120,65,17
13120,84,18
13120,73,19
13120,84,2
13120,227,20
13120,84,21
13120,70,22
13120,364,23
13120,723,24
13120,62,25
13120,106,26
13120,45,27
13120,107,3
13120,36,4
13120,84,6
13120,99,7
13120,0,8
13120,52,9
13120,94,901
13120,661,1
13120,713,2
13120,462,3
13120,145,4
13120,266,5
13120,898,1
13120,869,2
13120,374,3
13120,949,4
13120,394,5
13120,471,6
13120,199,1
13120,112,10
13120,0,11
13120,79,12
13120,215,14
13120,133,15
13120,417,2
13120,1694,3
13120,410,4
13120,783,5
13120,49,6
13120,10,7
13120,32,8
13120,94,9
13120,509,1
13120,1954,2
13120,565,3
13120,31,1
13120,661,11
13120,294,12
13120,407,13
13120,23,2
13120,662,3
13120,90,4
13120,129,6
13120,166,7
13120,70,8
13120,68,9
13120,615,901
13120,66,1
13120,44,10
13120,36,11
13120,45,12
13120,60,13
13120,53,14
13120,43,16
13120,53,17
13120,46,18
13120,63,2
13120,45,20
13120,78,21
13120,75,22
13120,60,23
13120,54,24
13120,81,25
13120,359,26
13120,1700,27
13120,483,28
13120,63,3
13120,59,4
13120,42,5
13120,65,6
13120,29,8
13120,44,9
13120,152,901
13120,250,1
13120,75,10
13120,129,11
13120,325,2
13120,55,3
13120,79,4
13120,1069,5
13120,35,6
13120,78,7
13120,96,8
13120,98,9
13120,94,1
13120,107,10
13120,83,11
13120,76,12
13120,115,13
13120,103,14
13120,76,15
13120,105,16
13120,54,18
13120,64,19
13120,171,2
13120,62,20
13120,31,21
13120,5,22
13120,180,23
13120,56,25
13120,72,26
13120,48,28
13120,60,29
13120,306,3
13120,44,30
13120,45,31
13120,37,32
13120,40,34
13120,36,35
13120,37,36
13120,84,37
13120,89,38
13120,80,39
13120,48,4
13120,59,5
13120,44,6
13120,114,7
13120,105,8
13120,150,9
13120,81,901
13120,75,10
13120,68,12
13120,59,13
13120,64,14
13120,56,17
13120,111,19
13120,119,2
13120,40,20
13120,66,21
13120,66,22
13120,77,23
13120,77,24
13120,74,25
13120,70,27
13120,89,28
13120,115,29
13120,99,3
13120,69,30
13120,101,31
13120,60,32
13120,68,33
13120,78,34
13120,68,35
13120,114,36
13120,44,37
13120,69,38
13120,81,39
13120,105,4
13120,131,40
13120,48,41
13120,96,42
13120,47,43
13120,86,5
13120,61,6
13120,68,7
13120,84,8
13120,111,9
13120,77,901
13120,43,1
13120,80,10
13120,60,11
13120,57,12
13120,67,13
13120,47,14
13120,44,15
13120,63,17
13120,64,18
13120,55,19
13120,35,2
13120,44,20
13120,62,21
13120,49,22
13120,31,23
13120,26,24
13120,60,28
13120,38,3
13120,60,30
13120,65,31
13120,51,32
13120,54,33
13120,55,34
13120,57,35
13120,54,36
13120,24,37
13120,33,38
13120,67,4
13120,79,5
13120,71,7
13120,36,8
13120,59,9
13120,102,901
13120,8,1
13120,96,10
13120,193,11
13120,61,12
13120,69,13
13120,272,14
13120,342,15
13120,111,16
13120,107,17
13120,80,18
13120,62,19
13120,34,2
13120,70,20
13120,90,21
13120,68,22
13120,99,26
13120,135,27
13120,26,29
13120,152,3
13120,53,30
13120,58,31
13120,32,4
13120,54,5
13120,43,6
13120,37,7
13120,308,8
13120,53,9
13120,3301,1
13120,363,2
13120,110,3
13120,828,4
13120,105,6
13120,128,7
13120,105,8
13120,121,9
13120,746,1
13120,1666,2
13120,235,3
13120,445,4
13120,414,5
13120,453,6
13120,878,1
13120,654,2
13120,494,3
13120,54,4
13120,484,5
13120,532,6
13120,40,7
13120,496,8
13120,189,999
13123,526,12
13123,59,13
13123,134,14
13123,0,16
13123,11,18
13123,180,19
13123,235,3
13123,24,4
13123,193,5
13123,711,500
13123,13,7
13123,10,8
13123,30,9
13123,16,901
13123,22,1
13123,49,10
13123,317,11
13123,22,12
13123,126,13
13123,54,14
13123,255,3
13123,118,4
13123,522,5
13123,483,6
13123,193,7
13123,350,8
13123,143,9
13123,384,1
13123,71,10
13123,52,11
13123,61,12
13123,107,14
13123,23,15
13123,158,16
13123,376,17
13123,283,18
13123,59,2
13123,386,3
13123,46,4
13123,174,500
13123,158,7
13123,52,9
13123,49,901
13123,18,1
13123,395,10
13123,169,11
13123,15,12
13123,25,13
13123,163,14
13123,40,15
13123,239,17
13123,35,18
13123,46,19
13123,242,2
13123,80,20
13123,180,21
13123,522,3
13123,524,4
13123,220,5
13123,85,6
13123,34,8
13123,118,9
13123,34,901
13123,320,1
13123,136,10
13123,27,12
13123,21,13
13123,52,14
13123,51,15
13123,41,16
13123,77,17
13123,323,18
13123,129,19
13123,111,2
13123,196,20
13123,46,21
13123,22,22
13123,60,23
13123,55,24
13123,16,3
13123,153,5
13123,52,500
13123,25,501
13123,66,6
13123,100,7
13123,77,8
13123,61,9
13123,190,1
13123,48,10
13123,126,11
13123,94,13
13123,115,14
13123,175,18
13123,116,2
13123,185,3
13123,39,4
13123,50,5
13123,568,500
13123,43,6
13123,122,7
13123,96,8
13123,330,9
13123,390,901
13123,96,1
13123,164,2
13123,123,3
13123,155,4
13123,380,5
13123,737,6
13123,33,1
13123,308,3
13123,388,500
13123,931,501
13123,2888,1
13123,572,2
13123,129,3
13123,0,1
13123,209,10
13123,738,11
13123,247,12
13123,108,13
13123,258,14
13123,0,3
13123,30,4
13123,217,5
13123,102,6
13123,49,7
13123,136,9
13123,234,901
13123,728,1
13123,449,10
13123,42,2
13123,90,3
13123,48,4
13123,336,5
13123,288,7
13123,1334,9
13123,209,901
13123,3730,1
13123,140,1
13123,84,13
13123,448,14
13123,173,3
13123,102,4
13123,1319,5
13123,61,7
13123,63,8
13123,31,901
13123,62,1
13123,556,2
13123,259,3
13123,679,5
13123,454,500
13123,584,6
13123,248,7
13123,205,1
13123,229,10
13123,83,11
13123,1249,12
13123,362,13
13123,219,14
13123,49,15
13123,187,16
13123,255,2
13123,185,3
13123,259,4
13123,130,5
13123,478,6
13123,574,7
13123,51,8
13123,64,9
13123,75,1
13123,180,2
13123,30,3
13123,581,5
13123,240,6
13123,378,7
13123,56,8
13123,291,9
13123,319,1
13123,320,2
13123,452,3
13123,334,4
13123,586,5
13123,1071,6
13123,375,1
13123,235,10
13123,436,12
13123,450,13
13123,263,14
13123,156,2
13123,91,3
13123,65,5
13123,243,6
13123,85,7
13123,261,8
13123,203,9
13123,40,1
13123,43,2
13123,64,3
13123,319,4
13123,258,5
13123,155,6
13123,979,7
13123,804,1
13123,521,2
13123,442,3
13123,400,4
13123,0,5
13123,780,6
13123,733,2
13123,970,3
13123,391,4
13123,398,5
13123,203,6
13123,331,7
13123,373,901
13123,195,1
13123,583,2
13123,516,3
13123,821,4
13123,525,5
13123,177,1
13123,60,2
13123,308,4
13123,285,5
13123,20,6
13123,100,8
13123,662,901
13123,137,10
13123,106,11
13123,130,12
13123,91,13
13123,379,3
13123,239,4
13123,96,5
13123,440,500
13123,213,6
13123,462,7
13123,285,8
13123,155,9
13123,750,1
13123,1335,2
13123,253,1
13123,281,10
13123,371,11
13123,134,5
13123,599,6
13123,380,7
13123,432,8
13123,692,9
13123,205,1
13123,622,2
13123,189,3
13123,477,4
13123,451,5
13123,466,6
13123,625,7
13123,522,8
13123,170,1
13123,171,10
13123,87,11
13123,171,12
13123,721,2
13123,578,3
13123,196,5
13123,77,6
13123,71,7
13123,82,8
13123,74,9
13123,548,2
13123,237,3
13123,783,4
13123,118,5
13123,390,6
13123,500,1
13123,277,3
13123,305,4
13123,118,5
13123,191,500
13123,31,501
13123,675,6
13123,206,7
13123,650,8
13123,300,1
13123,291,10
13123,0,11
13123,492,12
13123,385,3
13123,383,4
13123,175,5
13123,415,6
13123,346,7
13123,320,8
13123,250,9
13123,369,1
13123,158,10
13123,106,11
13123,124,12
13123,100,13
13123,221,14
13123,72,15
13123,81,16
13123,67,17
13123,69,18
13123,55,19
13123,251,2
13123,174,20
13123,25,23
13123,110,24
13123,60,25
13123,103,26
13123,35,27
13123,33,28
13123,34,29
13123,109,3
13123,121,30
13123,66,31
13123,67,32
13123,77,33
13123,85,34
13123,113,36
13123,73,37
13123,94,38
13123,124,39
13123,362,4
13123,75,40
13123,106,41
13123,74,42
13123,69,43
13123,63,44
13123,52,45
13123,172,5
13123,59,6
13123,56,7
13123,51,8
13123,50,9
13123,566,1
13123,305,10
13123,111,11
13123,227,12
13123,44,13
13123,60,14
13123,42,15
13123,68,16
13123,74,17
13123,299,2
13123,422,3
13123,200,4
13123,199,5
13123,241,7
13123,659,8
13123,142,9
13123,637,1
13123,924,2
13123,358,3
13123,668,4
13123,205,5
13123,296,6
13123,468,8
13123,563,10
13123,329,11
13123,34,3
13123,80,4
13123,23,5
13123,94,6
13123,391,7
13123,387,8
13123,318,9
13123,485,901
13123,898,1
13123,270,3
13123,297,4
13123,531,5
13123,333,6
13123,56,7
13123,630,901
13123,184,1
13123,568,2
13123,358,3
13123,318,4
13123,442,5
13123,457,6
13123,317,8
13123,868,9
13123,556,1
13123,352,2
13123,351,3
13123,175,4
13123,322,5
13123,596,6
13123,478,7
13123,508,8
13123,198,1
13123,171,10
13123,198,11
13123,74,12
13123,159,14
13123,92,15
13123,71,16
13123,121,17
13123,206,18
13123,126,19
13123,179,2
13123,80,21
13123,70,22
13123,44,23
13123,132,24
13123,180,26
13123,150,27
13123,168,28
13123,50,29
13123,55,3
13123,28,30
13123,40,31
13123,93,32
13123,55,33
13123,288,34
13123,236,35
13123,89,37
13123,143,39
13123,110,4
13123,203,5
13123,265,6
13123,100,7
13123,78,8
13123,150,9
13123,100,901
13123,116,10
13123,125,11
13123,128,12
13123,60,13
13123,70,14
13123,105,15
13123,132,16
13123,115,17
13123,223,18
13123,155,19
13123,757,2
13123,140,20
13123,388,22
13123,362,3
13123,95,4
13123,49,5
13123,74,6
13123,911,7
13123,20,8
13123,20,9
13123,137,10
13123,370,11
13123,178,12
13123,272,13
13123,107,14
13123,433,3
13123,371,5
13123,142,6
13123,332,7
13123,373,9
13123,86,1
13123,145,11
13123,163,12
13123,122,14
13123,13,15
13123,60,17
13123,48,18
13123,62,2
13123,157,20
13123,148,21
13123,42,23
13123,66,24
13123,102,27
13123,125,28
13123,316,30
13123,85,31
13123,103,32
13123,720,4
13123,253,5
13123,119,6
13123,27,7
13123,36,8
13123,274,9
13123,46,901
13123,285,1
13123,100,11
13123,40,12
13123,12,14
13123,204,15
13123,99,16
13123,562,17
13123,201,2
13123,40,3
13123,296,4
13123,73,5
13123,37,6
13123,49,7
13123,14,8
13123,55,9
13123,117,901
13123,174,10
13123,133,11
13123,52,12
13123,26,13
13123,92,14
13123,92,15
13123,258,16
13123,200,3
13123,359,4
13123,268,5
13123,245,6
13123,200,7
13123,220,8
13123,212,9
13123,6,901
13123,74,10
13123,499,11
13123,98,12
13123,14,13
13123,59,14
13123,19,15
13123,43,16
13123,18,17
13123,53,18
13123,757,2
13123,269,20
13123,24,21
13123,372,26
13123,53,3
13123,16,4
13123,156,500
13123,20,6
13123,13,7
13123,64,8
13123,21,9
13123,358,901
13123,0,1
13123,23,10
13123,50,11
13123,80,12
13123,56,13
13123,75,19
13123,24,2
13123,123,20
13123,62,21
13123,69,22
13123,65,23
13123,62,24
13123,72,25
13123,90,26
13123,95,27
13123,64,28
13123,43,29
13123,34,3
13123,45,30
13123,48,31
13123,65,32
13123,68,33
13123,33,36
13123,27,4
13123,77,40
13123,73,41
13123,70,42
13123,92,43
13123,74,44
13123,244,45
13123,491,46
13123,94,47
13123,81,48
13123,157,49
13123,9,50
13123,14,6
13123,126,7
13123,93,8
13123,77,9
13123,66,901
13123,42,1
13123,22,11
13123,50,12
13123,143,2
13123,20,3
13123,260,4
13123,15,5
13123,73,6
13123,292,7
13123,15,8
13123,79,2
13123,150,3
13123,541,4
13123,711,5
13123,39,10
13123,10,13
13123,31,14
13123,3,15
13123,254,18
13123,176,19
13123,10,2
13123,235,21
13123,16,22
13123,53,23
13123,226,26
13123,30,27
13123,33,4
13123,29,500
13123,177,501
13123,72,6
13123,243,7
13123,304,8
13123,55,9
13123,182,901
13123,5,2
13123,93,3
13123,112,4
13123,661,5
13123,374,6
13123,383,7
13123,197,2
13123,23,4
13123,20,5
13123,167,6
13123,417,7
13123,322,8
13123,360,9
13123,416,901
13123,93,999
