geometry
"POLYGON ((-70.63050282099994 -33.441014225999936, -70.63135565599998 -33.44117646299998, -70.63143363199998 -33.440816257999984, -70.63146246299993 -33.44068307599997, -70.63049168699996 -33.44050590899997, -70.63026128099995 -33.44046194699996, -70.63008082699997 -33.44042751599994, -70.63003248599995 -33.44041829299994, -70.63003526899996 -33.44040647899993, -70.63010542099994 -33.44010864499995, -70.63011139399998 -33.44008328499996, -70.63015393999996 -33.43990265299993, -70.63016050999994 -33.43987357599997, -70.63030109199997 -33.43925140099998, -70.63037139099998 -33.438930134999964, -70.63042385699998 -33.43873118799996, -70.63042616899997 -33.438722420999966, -70.63045714099997 -33.43858751399995, -70.63050888699996 -33.438409966999984, -70.63061235599997 -33.43795169999993, -70.63062529499996 -33.437894392999965, -70.63065913099996 -33.43773718299997, -70.63073897099997 -33.43739343499993, -70.63084537099996 -33.436935336999966, -70.63087893599999 -33.436790824999946, -70.63097199999999 -33.43637153499998, -70.63098158699995 -33.43632834099998, -70.63105380299999 -33.43623205599994, -70.63105886899996 -33.43622881099998, -70.63106922099996 -33.43622217999996, -70.63114254199996 -33.43615893899994, -70.63114253699996 -33.43615814999998, -70.63114206899996 -33.436089177999975, -70.63114199399996 -33.43607806799997, -70.63094366899998 -33.43599606499998, -70.63086859999999 -33.43596502599996, -70.63059929399998 -33.43585367299994, -70.63040465199998 -33.43576695799993, -70.63012255199999 -33.43564127999997, -70.62992039699998 -33.43555318799997, -70.62979808699998 -33.43549988899997, -70.62964493899995 -33.43543214099998, -70.62938262499995 -33.435316100999955, -70.62866923999997 -33.43500705599996, -70.62853003999999 -33.43494775999994, -70.62850131299996 -33.43498665399994, -70.62843359199996 -33.43507834199994, -70.62840615899995 -33.43512788499993, -70.62837592299996 -33.43530864799993, -70.62829409099999 -33.435724412999946, -70.62829388499995 -33.43572546699994, -70.62826202799994 -33.435887314999945, -70.62811329899995 -33.43661982499998, -70.62811108499994 -33.436630726999965, -70.62794301199995 -33.437469706999934, -70.62788107799997 -33.43771518999995, -70.62783232399994 -33.437908429999936, -70.62778777799997 -33.438084989999936, -70.62762414299993 -33.43875449199993, -70.62750906099996 -33.43928808299995, -70.62749276399995 -33.439333387999966, -70.62724713599994 -33.44034666199997, -70.62724729599995 -33.44034669299998, -70.62762985899997 -33.44042073999998, -70.62777073699993 -33.440448007999976, -70.62837404499999 -33.44056649899994, -70.62870841599994 -33.44063216999996, -70.62884082099998 -33.440658173999964, -70.62921040799995 -33.44072972199996, -70.62993740899998 -33.44087045699996, -70.63003520899997 -33.44092328099998, -70.63050282099994 -33.441014225999936))"
